"LLAVESDE","LLAVEVIV","LLAVEHOG","PAREN","PARENC","SEXO","EDAD","P3_6_1","P3_6_2","P3_6_3","P3_6_4","P3_6_5","P3_6_6","P3_6_7","P3_6_8","P3_7","P3_8","P3_9","P3_10","P3_11","P3_12","P3_13","CVEGEO","CVE_ENT","TLOC","MENOR10","EST_DIS","UPM_DIS","FAC_HOG","CONTROL","VIV_SEL","HOGAR","N_REN"
"146168909105","146168909","1461689091","4","","1","11","1","1","1","1","1","1","1","1","","3","03","","","1","","14","14","4","1","0136","01903",3073,"1461689","09","1","05"
"146168909104","146168909","1461689091","4","","2","17","1","1","1","1","1","1","1","1","","3","03","","","1","","14","14","4","1","0136","01903",3073,"1461689","09","1","04"
"146168910101","146168910","1461689101","1","","1","23","1","1","1","2","1","1","1","1","","3","03","","","2","02","14","14","4","1","0136","01903",3073,"1461689","10","1","01"
"146168910102","146168910","1461689101","2","","2","22","2","1","1","1","1","1","1","1","","3","03","","","2","08","14","14","4","1","0136","01903",3073,"1461689","10","1","02"
"146168910103","146168910","1461689101","3","","1","02","1","1","1","1","1","1","1","1","","3","03","2","6","","","14","14","4","1","0136","01903",3073,"1461689","10","1","03"
"146168911101","146168911","1461689111","1","","1","69","1","1","1","2","1","1","1","1","","3","08","","","","","14","14","4","1","0136","01903",3073,"1461689","11","1","01"
"146168911102","146168911","1461689111","2","","2","67","1","1","1","1","1","1","1","1","","3","02","","","","","14","14","4","1","0136","01903",3073,"1461689","11","1","02"
"146168911103","146168911","1461689111","3","","2","35","1","1","1","1","1","1","1","1","","3","08","","","","","14","14","4","1","0136","01903",3073,"1461689","11","1","03"
"146168911104","146168911","1461689111","4","","2","12","1","1","1","1","1","1","1","1","","3","08","","","1","","14","14","4","1","0136","01903",3073,"1461689","11","1","04"
"146168911105","146168911","1461689111","4","","1","10","1","1","1","1","1","1","1","1","","3","08","","","1","","14","14","4","1","0136","01903",3073,"1461689","11","1","05"
"146168911106","146168911","1461689111","5","","1","36","1","1","1","1","1","1","1","1","","3","08","","","","","14","14","4","1","0136","01903",3073,"1461689","11","1","06"
"146168912101","146168912","1461689121","1","","1","53","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01903",3073,"1461689","12","1","01"
"146168912102","146168912","1461689121","2","","2","46","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01903",3073,"1461689","12","1","02"
"146168912103","146168912","1461689121","3","","1","24","1","1","1","1","1","1","1","1","","3","01","","","2","02","14","14","4","1","0136","01903",3073,"1461689","12","1","03"
"146168912104","146168912","1461689121","3","","1","21","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01903",3073,"1461689","12","1","04"
"146168912105","146168912","1461689121","3","","2","19","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01903",3073,"1461689","12","1","05"
"146168913101","146168913","1461689131","1","","1","77","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01903",3073,"1461689","13","1","01"
"146168913102","146168913","1461689131","2","","2","72","1","1","1","3","1","2","1","1","1","2","01","","","","","14","14","4","1","0136","01903",3073,"1461689","13","1","02"
"146168913103","146168913","1461689131","4","","1","24","1","1","1","1","1","1","1","1","","3","01","","","2","02","14","14","4","1","0136","01903",3073,"1461689","13","1","03"
"146168915101","146168915","1461689151","1","","1","73","1","1","1","1","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01903",3073,"1461689","15","1","01"
"146168915102","146168915","1461689151","3","","2","43","1","1","1","1","1","1","1","1","","2","01","","","","","14","14","4","1","0136","01903",3073,"1461689","15","1","02"
"146168915103","146168915","1461689151","4","","1","08","1","1","1","1","1","1","1","1","","3","03","","","1","","14","14","4","1","0136","01903",3073,"1461689","15","1","03"
"146168916101","146168916","1461689161","1","","1","64","1","2","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01903",3073,"1461689","16","1","01"
"146168916102","146168916","1461689161","2","","2","57","2","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01903",3073,"1461689","16","1","02"
"146168917101","146168917","1461689171","1","","1","47","1","1","1","1","1","1","1","1","","3","08","","","","","14","14","4","1","0136","01903",3073,"1461689","17","1","01"
"146168917102","146168917","1461689171","2","","2","45","2","1","1","1","1","1","1","1","","3","02","","","","","14","14","4","1","0136","01903",3073,"1461689","17","1","02"
"146168918101","146168918","1461689181","1","","1","52","1","1","1","1","1","1","1","1","","3","09","","","","","14","14","4","1","0136","01903",3073,"1461689","18","1","01"
"146168918201","146168918","1461689182","1","","2","67","2","1","2","2","1","1","1","2","","1","01","","","","","14","14","4","1","0136","01903",3073,"1461689","18","2","01"
"146168918202","146168918","1461689182","6","","2","91","1","1","2","4","4","4","2","3","1","1","03","","","","","14","14","4","1","0136","01903",3073,"1461689","18","2","02"
"146168919101","146168919","1461689191","1","","1","54","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01903",3073,"1461689","19","1","01"
"146168919102","146168919","1461689191","2","","2","51","1","1","1","1","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01903",3073,"1461689","19","1","02"
"146168919103","146168919","1461689191","3","","2","15","1","1","1","1","1","1","1","1","","3","03","","","1","","14","14","4","1","0136","01903",3073,"1461689","19","1","03"
"146168920101","146168920","1461689201","1","","1","42","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01903",3073,"1461689","20","1","01"
"146194001101","146194001","1461940011","1","","1","31","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01904",3176,"1461940","01","1","01"
"146194001102","146194001","1461940011","2","","2","31","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01904",3176,"1461940","01","1","02"
"146194002101","146194002","1461940021","1","","2","35","1","1","1","1","1","1","1","1","","3","08","","","","","14","14","4","1","0136","01904",3176,"1461940","02","1","01"
"146194002102","146194002","1461940021","3","","1","14","1","1","1","1","1","1","1","1","","3","08","","","1","","14","14","4","1","0136","01904",3176,"1461940","02","1","02"
"146194002103","146194002","1461940021","3","","2","10","1","1","1","1","1","1","1","1","","3","08","","","1","","14","14","4","1","0136","01904",3176,"1461940","02","1","03"
"146194002104","146194002","1461940021","3","","2","05","1","1","1","1","1","1","1","1","","3","08","","","1","","14","14","4","1","0136","01904",3176,"1461940","02","1","04"
"146194003101","146194003","1461940031","1","","1","54","1","1","1","1","1","1","1","1","","3","08","","","","","14","14","4","1","0136","01904",3176,"1461940","03","1","01"
"146194003102","146194003","1461940031","2","","2","51","1","1","1","1","1","1","1","1","","3","08","","","","","14","14","4","1","0136","01904",3176,"1461940","03","1","02"
"146194003103","146194003","1461940031","3","","2","25","1","1","1","1","1","1","1","1","","3","08","","","","","14","14","4","1","0136","01904",3176,"1461940","03","1","03"
"146194003104","146194003","1461940031","3","","2","20","1","1","1","1","1","1","1","1","","3","08","","","2","03","14","14","4","1","0136","01904",3176,"1461940","03","1","04"
"146194003107","146194003","1461940031","4","","2","05","1","1","1","1","1","1","1","1","","3","08","","","1","","14","14","4","1","0136","01904",3176,"1461940","03","1","07"
"146194003106","146194003","1461940031","4","","2","07","1","1","1","1","1","1","1","1","","3","08","","","1","","14","14","4","1","0136","01904",3176,"1461940","03","1","06"
"146194003105","146194003","1461940031","5","","1","28","1","1","1","1","1","1","1","1","","3","08","","","","","14","14","4","1","0136","01904",3176,"1461940","03","1","05"
"146194004101","146194004","1461940041","1","","2","35","1","1","1","1","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01904",3176,"1461940","04","1","01"
"146194004102","146194004","1461940041","2","","1","30","1","1","1","1","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01904",3176,"1461940","04","1","02"
"146194004103","146194004","1461940041","3","","1","17","1","1","1","1","1","1","1","1","","3","03","","","1","","14","14","4","1","0136","01904",3176,"1461940","04","1","03"
"146194004104","146194004","1461940041","3","","1","16","1","1","1","1","1","1","1","1","","3","03","","","1","","14","14","4","1","0136","01904",3176,"1461940","04","1","04"
"146194004105","146194004","1461940041","3","","1","13","1","1","1","1","1","1","1","1","","3","03","","","1","","14","14","4","1","0136","01904",3176,"1461940","04","1","05"
"146194004106","146194004","1461940041","6","","2","53","3","1","3","3","1","3","1","2","1","1","01","","","","","14","14","4","1","0136","01904",3176,"1461940","04","1","06"
"146194005101","146194005","1461940051","1","","1","42","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01904",3176,"1461940","05","1","01"
"146194005102","146194005","1461940051","2","","2","47","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01904",3176,"1461940","05","1","02"
"146194005103","146194005","1461940051","3","","2","20","2","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01904",3176,"1461940","05","1","03"
"146194005104","146194005","1461940051","3","","2","17","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01904",3176,"1461940","05","1","04"
"146194005105","146194005","1461940051","3","","2","14","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01904",3176,"1461940","05","1","05"
"146194006101","146194006","1461940061","1","","1","42","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01904",3176,"1461940","06","1","01"
"146194006102","146194006","1461940061","2","","2","41","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01904",3176,"1461940","06","1","02"
"146194006103","146194006","1461940061","3","","1","20","1","1","1","1","1","1","1","1","","3","01","","","2","03","14","14","4","1","0136","01904",3176,"1461940","06","1","03"
"146194006104","146194006","1461940061","3","","1","15","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01904",3176,"1461940","06","1","04"
"146194007101","146194007","1461940071","1","","1","60","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01904",3176,"1461940","07","1","01"
"146194008101","146194008","1461940081","1","","2","92","2","2","2","1","1","1","1","1","","3","08","","","","","14","14","4","1","0136","01904",3176,"1461940","08","1","01"
"146194008102","146194008","1461940081","2","","1","88","2","3","2","2","1","1","1","1","2","3","08","","","","","14","14","4","1","0136","01904",3176,"1461940","08","1","02"
"146194008103","146194008","1461940081","3","","2","53","1","1","1","1","1","1","1","1","","3","08","","","","","14","14","4","1","0136","01904",3176,"1461940","08","1","03"
"146194008104","146194008","1461940081","4","","2","19","1","1","1","1","1","1","1","1","","3","08","","","1","","14","14","4","1","0136","01904",3176,"1461940","08","1","04"
"146194009101","146194009","1461940091","1","","1","56","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01904",3176,"1461940","09","1","01"
"146194009102","146194009","1461940091","2","","2","55","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01904",3176,"1461940","09","1","02"
"146194010101","146194010","1461940101","1","","1","64","1","1","1","1","1","1","1","1","","2","01","","","","","14","14","4","1","0136","01904",3176,"1461940","10","1","01"
"146194010102","146194010","1461940101","2","","2","61","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01904",3176,"1461940","10","1","02"
"146194010103","146194010","1461940101","3","","2","39","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01904",3176,"1461940","10","1","03"
"146194010105","146194010","1461940101","3","","2","13","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01904",3176,"1461940","10","1","05"
"146194010104","146194010","1461940101","4","","1","18","1","1","1","1","1","1","1","1","","3","01","","","2","03","14","14","4","1","0136","01904",3176,"1461940","10","1","04"
"146194011101","146194011","1461940111","1","","1","27","1","1","1","1","1","1","1","1","","3","08","","","","","14","14","4","1","0136","01904",3176,"1461940","11","1","01"
"146194011102","146194011","1461940111","2","","2","27","1","1","1","1","1","1","1","1","","3","08","","","","","14","14","4","1","0136","01904",3176,"1461940","11","1","02"
"146194011103","146194011","1461940111","3","","2","02","1","1","1","1","1","1","1","1","","3","08","2","1","","","14","14","4","1","0136","01904",3176,"1461940","11","1","03"
"146194012101","146194012","1461940121","1","","1","32","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01904",3176,"1461940","12","1","01"
