"LLAVESDE","LLAVEVIV","LLAVEHOG","PAREN","PARENC","SEXO","EDAD","P3_6_1","P3_6_2","P3_6_3","P3_6_4","P3_6_5","P3_6_6","P3_6_7","P3_6_8","P3_7","P3_8","P3_9","P3_10","P3_11","P3_12","P3_13","CVEGEO","CVE_ENT","TLOC","MENOR10","EST_DIS","UPM_DIS","FAC_HOG","CONTROL","VIV_SEL","HOGAR","N_REN"
"111283902101","111283902","1112839021","1","","2","36","1","1","1","1","1","1","1","1","","3","09","","","","","11","11","2","2","0088","01564",2177,"1112839","02","1","01"
"111283902103","111283902","1112839021","3","","2","15","1","1","1","1","1","1","1","1","","3","09","","","2","03","11","11","2","2","0088","01564",2177,"1112839","02","1","03"
"111283902102","111283902","1112839021","3","","2","18","1","1","1","1","1","1","1","1","","3","09","","","1","","11","11","2","2","0088","01564",2177,"1112839","02","1","02"
"111283903101","111283903","1112839031","1","","1","34","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","2","2","0088","01564",2177,"1112839","03","1","01"
"111283903102","111283903","1112839031","2","","2","27","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","2","2","0088","01564",2177,"1112839","03","1","02"
"111283904101","111283904","1112839041","1","","1","58","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","2","2","0088","01564",2177,"1112839","04","1","01"
"111283904102","111283904","1112839041","2","","2","58","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","2","2","0088","01564",2177,"1112839","04","1","02"
"111283904104","111283904","1112839041","3","","1","19","1","1","1","1","1","1","1","1","","3","01","","","2","01","11","11","2","2","0088","01564",2177,"1112839","04","1","04"
"111283904103","111283904","1112839041","3","","2","21","1","1","1","1","1","1","1","1","","3","01","","","2","01","11","11","2","2","0088","01564",2177,"1112839","04","1","03"
"111283905101","111283905","1112839051","1","","2","47","1","1","1","1","1","1","1","1","","3","03","","","","","11","11","2","2","0088","01564",2177,"1112839","05","1","01"
"111283905104","111283905","1112839051","3","","1","14","1","1","1","1","1","1","1","1","","3","03","","","1","","11","11","2","2","0088","01564",2177,"1112839","05","1","04"
"111283905102","111283905","1112839051","6","","2","75","1","4","1","1","4","4","4","4","1","1","01","","","","","11","11","2","2","0088","01564",2177,"1112839","05","1","02"
"111283905103","111283905","1112839051","7","412","2","76","1","1","1","4","4","4","4","4","1","1","01","","","","","11","11","2","2","0088","01564",2177,"1112839","05","1","03"
"111283906101","111283906","1112839061","1","","1","50","2","2","1","1","1","1","1","1","","3","01","","","","","11","11","2","2","0088","01564",2177,"1112839","06","1","01"
"111283906102","111283906","1112839061","2","","2","41","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","2","2","0088","01564",2177,"1112839","06","1","02"
"111283906103","111283906","1112839061","3","","2","25","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","2","2","0088","01564",2177,"1112839","06","1","03"
"111283906104","111283906","1112839061","4","","1","08","1","1","1","1","1","1","1","1","","3","09","","","1","","11","11","2","2","0088","01564",2177,"1112839","06","1","04"
"111283906105","111283906","1112839061","4","","1","03","1","1","1","1","1","1","1","1","","3","09","1","","","","11","11","2","2","0088","01564",2177,"1112839","06","1","05"
"111283907101","111283907","1112839071","1","","1","50","1","1","1","3","1","1","1","1","2","3","09","","","","","11","11","2","2","0088","01564",2177,"1112839","07","1","01"
"111283907102","111283907","1112839071","2","","2","51","1","1","1","2","1","1","1","1","","3","09","","","","","11","11","2","2","0088","01564",2177,"1112839","07","1","02"
"111283908101","111283908","1112839081","1","","1","54","1","1","1","1","1","1","1","1","","3","09","","","","","11","11","2","2","0088","01564",2177,"1112839","08","1","01"
"111283908102","111283908","1112839081","2","","2","58","2","1","1","1","1","1","1","1","","3","09","","","","","11","11","2","2","0088","01564",2177,"1112839","08","1","02"
"111283909101","111283909","1112839091","1","","1","22","1","1","1","1","1","1","1","1","","3","01","","","2","02","11","11","2","2","0088","01564",2177,"1112839","09","1","01"
"111283909102","111283909","1112839091","2","","2","20","1","1","1","1","1","1","1","1","","3","01","","","2","08","11","11","2","2","0088","01564",2177,"1112839","09","1","02"
"111283909103","111283909","1112839091","3","","2","01","1","1","1","1","1","1","1","1","","3","01","2","1","","","11","11","2","2","0088","01564",2177,"1112839","09","1","03"
"111283910101","111283910","1112839101","1","","1","65","2","2","1","1","1","1","1","1","","3","01","","","","","11","11","2","2","0088","01564",2177,"1112839","10","1","01"
"111283910102","111283910","1112839101","2","","2","62","2","1","1","2","1","1","1","1","","3","01","","","","","11","11","2","2","0088","01564",2177,"1112839","10","1","02"
"111283910103","111283910","1112839101","3","","2","24","1","2","1","1","1","1","1","1","","3","01","","","2","01","11","11","2","2","0088","01564",2177,"1112839","10","1","03"
"111283911101","111283911","1112839111","1","","2","38","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","2","2","0088","01564",2177,"1112839","11","1","01"
"111283911102","111283911","1112839111","3","","2","15","1","1","1","1","1","1","1","1","","3","01","","","1","","11","11","2","2","0088","01564",2177,"1112839","11","1","02"
"111283911103","111283911","1112839111","3","","2","09","1","1","1","1","1","1","1","1","","3","01","","","1","","11","11","2","2","0088","01564",2177,"1112839","11","1","03"
"111283912101","111283912","1112839121","1","","1","42","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","2","2","0088","01564",2177,"1112839","12","1","01"
"111283912102","111283912","1112839121","2","","2","40","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","2","2","0088","01564",2177,"1112839","12","1","02"
"111283912103","111283912","1112839121","3","","1","16","1","1","1","1","1","1","1","1","","3","01","","","2","01","11","11","2","2","0088","01564",2177,"1112839","12","1","03"
"111283913101","111283913","1112839131","1","","2","51","1","1","1","1","1","1","1","1","","3","09","","","","","11","11","2","2","0088","01564",2177,"1112839","13","1","01"
"111283913102","111283913","1112839131","3","","2","19","1","1","1","1","1","1","1","1","","3","09","","","1","","11","11","2","2","0088","01564",2177,"1112839","13","1","02"
"111283914101","111283914","1112839141","1","","1","36","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","2","2","0088","01564",2177,"1112839","14","1","01"
"111283914102","111283914","1112839141","2","","2","37","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","2","2","0088","01564",2177,"1112839","14","1","02"
"111283914103","111283914","1112839141","3","","2","18","1","1","1","1","1","1","1","1","","3","01","","","2","01","11","11","2","2","0088","01564",2177,"1112839","14","1","03"
"111283915101","111283915","1112839151","1","","1","44","1","1","1","1","1","1","1","1","","3","11","","","","","11","11","2","2","0088","01564",2177,"1112839","15","1","01"
"111283916101","111283916","1112839161","1","","2","23","1","1","1","1","1","1","1","1","","3","09","","","2","10","11","11","2","2","0088","01564",2177,"1112839","16","1","01"
"111283916102","111283916","1112839161","7","403","1","19","1","1","1","1","1","1","1","1","","3","09","","","1","","11","11","2","2","0088","01564",2177,"1112839","16","1","02"
"111283917101","111283917","1112839171","1","","1","45","1","1","1","1","1","1","1","1","","3","09","","","","","11","11","2","2","0088","01564",2177,"1112839","17","1","01"
"111283917102","111283917","1112839171","2","","2","41","1","1","1","1","1","1","1","1","","3","09","","","","","11","11","2","2","0088","01564",2177,"1112839","17","1","02"
"111283917103","111283917","1112839171","3","","1","12","1","1","1","1","1","1","1","1","","3","09","","","1","","11","11","2","2","0088","01564",2177,"1112839","17","1","03"
"111283917104","111283917","1112839171","3","","2","08","1","1","1","1","1","1","1","1","","3","09","","","1","","11","11","2","2","0088","01564",2177,"1112839","17","1","04"
"111283918101","111283918","1112839181","1","","1","45","1","1","1","1","1","1","1","1","","3","11","","","","","11","11","2","2","0088","01564",2177,"1112839","18","1","01"
"111283918102","111283918","1112839181","2","","2","43","1","1","1","1","1","1","1","1","","3","11","","","","","11","11","2","2","0088","01564",2177,"1112839","18","1","02"
"111283918104","111283918","1112839181","3","","1","23","1","1","1","1","1","1","2","1","","3","11","","","2","03","11","11","2","2","0088","01564",2177,"1112839","18","1","04"
"111283918103","111283918","1112839181","3","","2","27","3","1","1","1","1","1","1","1","2","3","11","","","","","11","11","2","2","0088","01564",2177,"1112839","18","1","03"
"111283918105","111283918","1112839181","3","","2","14","1","1","1","1","1","1","1","1","","3","11","","","1","","11","11","2","2","0088","01564",2177,"1112839","18","1","05"
"111283918106","111283918","1112839181","4","","1","07","1","1","1","1","1","1","1","1","","2","09","","","1","","11","11","2","2","0088","01564",2177,"1112839","18","1","06"
"111283919101","111283919","1112839191","1","","1","73","2","1","2","1","1","1","1","1","","3","01","","","","","11","11","2","2","0088","01564",2177,"1112839","19","1","01"
"111283919102","111283919","1112839191","2","","2","81","2","3","1","1","1","1","1","1","2","3","01","","","","","11","11","2","2","0088","01564",2177,"1112839","19","1","02"
"111283919103","111283919","1112839191","3","","1","39","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","2","2","0088","01564",2177,"1112839","19","1","03"
"111283919201","111283919","1112839192","1","","1","42","1","1","1","1","1","1","1","1","","3","11","","","","","11","11","2","2","0088","01564",2177,"1112839","19","2","01"
"111283919202","111283919","1112839192","2","","2","30","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","2","2","0088","01564",2177,"1112839","19","2","02"
"111283919203","111283919","1112839192","3","","1","15","1","1","1","1","1","1","1","1","","2","01","","","2","03","11","11","2","2","0088","01564",2177,"1112839","19","2","03"
"111283919204","111283919","1112839192","3","","1","10","3","1","1","1","1","1","1","1","2","3","01","","","1","","11","11","2","2","0088","01564",2177,"1112839","19","2","04"
"111283919205","111283919","1112839192","3","","1","02","1","1","1","1","1","1","1","1","","3","01","2","2","","","11","11","2","2","0088","01564",2177,"1112839","19","2","05"
"111283920101","111283920","1112839201","1","","2","42","1","1","1","1","1","1","1","1","","1","01","","","","","11","11","2","2","0088","01564",2177,"1112839","20","1","01"
"111283920103","111283920","1112839201","3","","2","20","1","1","1","1","1","1","1","1","","3","02","","","2","01","11","11","2","2","0088","01564",2177,"1112839","20","1","03"
"111283920104","111283920","1112839201","3","","2","19","1","1","1","1","1","1","1","1","","3","02","","","2","01","11","11","2","2","0088","01564",2177,"1112839","20","1","04"
"111283920105","111283920","1112839201","3","","1","15","1","1","1","1","1","1","1","1","","2","02","","","1","","11","11","2","2","0088","01564",2177,"1112839","20","1","05"
"111283920102","111283920","1112839201","6","","2","60","2","1","2","2","1","1","1","1","","3","03","","","","","11","11","2","2","0088","01564",2177,"1112839","20","1","02"
"111328402101","111328402","1113284021","1","","2","34","1","1","1","1","1","1","1","1","","3","03","","","","","11","11","2","2","0088","01565",1947,"1113284","02","1","01"
"111328402102","111328402","1113284021","3","","1","16","1","1","1","1","1","1","1","1","","3","01","","","2","01","11","11","2","2","0088","01565",1947,"1113284","02","1","02"
"111328402103","111328402","1113284021","3","","1","05","1","1","1","1","1","1","1","1","","3","03","","","1","","11","11","2","2","0088","01565",1947,"1113284","02","1","03"
"111328403101","111328403","1113284031","1","","2","63","1","1","1","2","1","1","1","1","","3","09","","","","","11","11","2","2","0088","01565",1947,"1113284","03","1","01"
"111328403102","111328403","1113284031","3","","2","39","1","1","1","1","1","1","1","1","","3","03","","","","","11","11","2","2","0088","01565",1947,"1113284","03","1","02"
"111328404101","111328404","1113284041","1","","1","65","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","2","2","0088","01565",1947,"1113284","04","1","01"
"111328404102","111328404","1113284041","7","403","2","52","1","1","1","1","1","1","1","1","","3","03","","","","","11","11","2","2","0088","01565",1947,"1113284","04","1","02"
"111328404103","111328404","1113284041","7","413","2","19","1","1","1","1","1","1","1","1","","3","03","","","1","","11","11","2","2","0088","01565",1947,"1113284","04","1","03"
"111328405101","111328405","1113284051","1","","1","56","1","1","1","1","1","1","1","1","","3","03","","","","","11","11","2","2","0088","01565",1947,"1113284","05","1","01"
"111328405102","111328405","1113284051","2","","2","53","1","1","1","1","1","1","1","1","","3","03","","","","","11","11","2","2","0088","01565",1947,"1113284","05","1","02"
"111328406101","111328406","1113284061","1","","1","42","1","1","1","1","1","1","1","1","","3","03","","","","","11","11","2","2","0088","01565",1947,"1113284","06","1","01"
"111328406102","111328406","1113284061","2","","2","37","1","1","1","1","1","1","1","1","","3","03","","","","","11","11","2","2","0088","01565",1947,"1113284","06","1","02"
"111328406104","111328406","1113284061","3","","2","14","1","1","1","1","1","1","1","1","","3","03","","","1","","11","11","2","2","0088","01565",1947,"1113284","06","1","04"
"111328407101","111328407","1113284071","1","","1","66","1","1","1","1","1","2","1","1","","3","08","","","","","11","11","2","2","0088","01565",1947,"1113284","07","1","01"
"111328407102","111328407","1113284071","2","","2","62","2","1","1","1","2","1","1","1","","3","01","","","","","11","11","2","2","0088","01565",1947,"1113284","07","1","02"
"111328408101","111328408","1113284081","1","","1","46","1","1","1","1","1","1","1","1","","3","08","","","","","11","11","2","2","0088","01565",1947,"1113284","08","1","01"
"111328408102","111328408","1113284081","2","","2","34","1","1","1","1","1","1","1","1","","3","08","","","","","11","11","2","2","0088","01565",1947,"1113284","08","1","02"
"111328408103","111328408","1113284081","3","","1","12","1","1","1","1","1","1","1","1","","3","08","","","1","","11","11","2","2","0088","01565",1947,"1113284","08","1","03"
"111328408104","111328408","1113284081","3","","2","09","1","1","1","1","1","1","1","1","","3","08","","","1","","11","11","2","2","0088","01565",1947,"1113284","08","1","04"
"111328409101","111328409","1113284091","1","","2","78","1","1","1","2","1","1","1","1","","3","03","","","","","11","11","2","2","0088","01565",1947,"1113284","09","1","01"
"111328409102","111328409","1113284091","2","","1","83","1","1","1","1","1","1","1","1","","3","03","","","","","11","11","2","2","0088","01565",1947,"1113284","09","1","02"
"111328410101","111328410","1113284101","1","","1","29","1","1","1","1","1","1","1","1","","3","03","","","","","11","11","2","2","0088","01565",1947,"1113284","10","1","01"
"111328410102","111328410","1113284101","7","403","2","27","1","1","1","1","1","1","1","1","","3","03","","","","","11","11","2","2","0088","01565",1947,"1113284","10","1","02"
"111328410105","111328410","1113284101","7","413","1","01","1","1","1","1","1","1","1","1","","3","03","2","1","","","11","11","2","2","0088","01565",1947,"1113284","10","1","05"
"111328410104","111328410","1113284101","7","419","2","22","1","1","1","1","1","1","1","1","","3","03","","","2","04","11","11","2","2","0088","01565",1947,"1113284","10","1","04"
"111328410103","111328410","1113284101","7","403","1","24","1","1","1","1","1","1","1","1","","3","03","","","2","02","11","11","2","2","0088","01565",1947,"1113284","10","1","03"
"111328411101","111328411","1113284111","1","","1","46","1","1","1","1","1","1","1","1","","3","03","","","","","11","11","2","2","0088","01565",1947,"1113284","11","1","01"
"111328411102","111328411","1113284111","2","","2","42","1","1","1","1","1","1","1","1","","3","03","","","","","11","11","2","2","0088","01565",1947,"1113284","11","1","02"
"111328411104","111328411","1113284111","3","","1","17","1","1","1","1","1","1","1","1","","3","03","","","1","","11","11","2","2","0088","01565",1947,"1113284","11","1","04"
"111328411103","111328411","1113284111","3","","2","20","1","1","1","1","1","1","1","1","","3","03","","","1","","11","11","2","2","0088","01565",1947,"1113284","11","1","03"
"111328412101","111328412","1113284121","1","","2","54","1","1","1","1","2","1","1","1","","3","08","","","","","11","11","2","2","0088","01565",1947,"1113284","12","1","01"
"111328412102","111328412","1113284121","2","","1","52","2","1","1","1","1","1","1","1","","3","08","","","","","11","11","2","2","0088","01565",1947,"1113284","12","1","02"
"111328412103","111328412","1113284121","3","","1","27","1","1","1","1","1","1","1","1","","3","08","","","","","11","11","2","2","0088","01565",1947,"1113284","12","1","03"
"111328412105","111328412","1113284121","3","","2","20","1","1","1","1","1","1","1","1","","3","08","","","1","","11","11","2","2","0088","01565",1947,"1113284","12","1","05"
"111328412104","111328412","1113284121","3","","1","26","1","1","1","1","1","1","1","1","","2","08","","","","","11","11","2","2","0088","01565",1947,"1113284","12","1","04"
"111328413101","111328413","1113284131","1","","2","35","1","1","1","1","1","1","1","1","","3","03","","","","","11","11","2","2","0088","01565",1947,"1113284","13","1","01"
"111328413102","111328413","1113284131","2","","1","35","1","1","1","1","1","1","1","1","","3","03","","","","","11","11","2","2","0088","01565",1947,"1113284","13","1","02"
"111328413104","111328413","1113284131","3","","2","05","1","1","1","1","1","1","1","1","","3","03","","","1","","11","11","2","2","0088","01565",1947,"1113284","13","1","04"
"111328413103","111328413","1113284131","3","","1","07","1","1","1","1","1","1","1","1","","3","03","","","1","","11","11","2","2","0088","01565",1947,"1113284","13","1","03"
"111328414101","111328414","1113284141","1","","2","42","1","1","1","1","1","1","1","1","","3","03","","","","","11","11","2","2","0088","01565",1947,"1113284","14","1","01"
"111328414102","111328414","1113284141","3","","1","22","1","1","1","1","1","1","1","1","","3","01","","","2","10","11","11","2","2","0088","01565",1947,"1113284","14","1","02"
"111328415101","111328415","1113284151","1","","1","35","1","1","1","1","1","1","1","1","","3","03","","","","","11","11","2","2","0088","01565",1947,"1113284","15","1","01"
"111328415102","111328415","1113284151","2","","2","38","1","1","1","1","1","1","1","1","","3","03","","","","","11","11","2","2","0088","01565",1947,"1113284","15","1","02"
"111328415103","111328415","1113284151","3","","1","07","1","1","1","1","1","1","1","1","","3","03","","","1","","11","11","2","2","0088","01565",1947,"1113284","15","1","03"
"111328415104","111328415","1113284151","3","","2","02","1","1","1","1","1","1","1","1","","3","03","2","1","","","11","11","2","2","0088","01565",1947,"1113284","15","1","04"
"111328416101","111328416","1113284161","1","","2","37","1","1","1","1","1","1","1","1","","3","08","","","","","11","11","2","2","0088","01565",1947,"1113284","16","1","01"
"111328416104","111328416","1113284161","3","","1","14","1","1","1","1","1","1","1","1","","3","08","","","1","","11","11","2","2","0088","01565",1947,"1113284","16","1","04"
"111328416105","111328416","1113284161","3","","1","05","1","1","1","1","1","1","1","1","","3","08","","","1","","11","11","2","2","0088","01565",1947,"1113284","16","1","05"
"111328416103","111328416","1113284161","3","","1","18","1","1","1","1","1","1","1","1","","3","08","","","2","03","11","11","2","2","0088","01565",1947,"1113284","16","1","03"
"111328416102","111328416","1113284161","7","601","2","44","1","2","1","1","1","1","1","1","","3","01","","","","","11","11","2","2","0088","01565",1947,"1113284","16","1","02"
"111328417101","111328417","1113284171","1","","2","43","1","1","1","1","1","1","1","1","","3","03","","","","","11","11","2","2","0088","01565",1947,"1113284","17","1","01"
"111328417103","111328417","1113284171","3","","2","06","1","1","1","1","1","1","1","1","","2","03","","","1","","11","11","2","2","0088","01565",1947,"1113284","17","1","03"
"111328417102","111328417","1113284171","3","","1","18","1","1","1","1","1","1","1","1","","3","03","","","1","","11","11","2","2","0088","01565",1947,"1113284","17","1","02"
"111328418101","111328418","1113284181","1","","1","36","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","2","2","0088","01565",1947,"1113284","18","1","01"
"111328418102","111328418","1113284181","2","","2","35","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","2","2","0088","01565",1947,"1113284","18","1","02"
"111328418106","111328418","1113284181","3","","1","08","1","1","1","1","1","1","1","1","","3","01","","","1","","11","11","2","2","0088","01565",1947,"1113284","18","1","06"
"111328418105","111328418","1113284181","3","","1","14","1","1","1","1","1","1","1","1","","3","01","","","1","","11","11","2","2","0088","01565",1947,"1113284","18","1","05"
"111328418103","111328418","1113284181","3","","2","20","1","1","1","1","1","1","1","1","","3","01","","","2","04","11","11","2","2","0088","01565",1947,"1113284","18","1","03"
"111328418104","111328418","1113284181","5","","1","22","1","1","1","1","1","1","1","1","","3","01","","","2","04","11","11","2","2","0088","01565",1947,"1113284","18","1","04"
"111328419101","111328419","1113284191","1","","2","41","1","1","1","1","1","1","1","1","","3","05","","","","","11","11","2","2","0088","01565",1947,"1113284","19","1","01"
"111328419102","111328419","1113284191","2","","1","43","1","1","1","1","1","1","1","1","","3","05","","","","","11","11","2","2","0088","01565",1947,"1113284","19","1","02"
"111328419104","111328419","1113284191","3","","1","10","1","1","1","1","1","1","1","1","","3","05","","","1","","11","11","2","2","0088","01565",1947,"1113284","19","1","04"
"111328419105","111328419","1113284191","3","","2","08","1","1","1","1","1","1","1","1","","3","05","","","1","","11","11","2","2","0088","01565",1947,"1113284","19","1","05"
"111328419103","111328419","1113284191","3","","1","12","1","1","1","1","1","1","1","1","","3","05","","","1","","11","11","2","2","0088","01565",1947,"1113284","19","1","03"
"111328420101","111328420","1113284201","1","","1","38","1","1","1","1","1","1","1","1","","3","02","","","","","11","11","2","2","0088","01565",1947,"1113284","20","1","01"
"111328420102","111328420","1113284201","2","","2","38","1","1","1","1","1","1","1","1","","3","02","","","","","11","11","2","2","0088","01565",1947,"1113284","20","1","02"
"111328420104","111328420","1113284201","3","","2","10","1","1","1","1","1","1","1","1","","3","02","","","1","","11","11","2","2","0088","01565",1947,"1113284","20","1","04"
"111328420103","111328420","1113284201","3","","2","17","1","1","1","1","1","1","1","1","","3","02","","","1","","11","11","2","2","0088","01565",1947,"1113284","20","1","03"
"111328420105","111328420","1113284201","3","","2","02","1","1","1","1","1","1","1","1","","3","02","2","1","","","11","11","2","2","0088","01565",1947,"1113284","20","1","05"
"116007301101","116007301","1160073011","1","","1","76","1","1","1","1","1","1","1","1","","3","08","","","","","11","11","4","1","0096","01566",1990,"1160073","01","1","01"
"116007301102","116007301","1160073011","2","","2","70","1","1","1","1","1","1","1","1","","3","08","","","","","11","11","4","1","0096","01566",1990,"1160073","01","1","02"
"116007302101","116007302","1160073021","1","","1","84","1","1","1","1","1","1","1","1","","3","08","","","","","11","11","4","1","0096","01566",1990,"1160073","02","1","01"
"116007302103","116007302","1160073021","3","","1","40","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01566",1990,"1160073","02","1","03"
"116007302102","116007302","1160073021","3","","2","43","1","1","1","1","1","1","1","1","","3","08","","","","","11","11","4","1","0096","01566",1990,"1160073","02","1","02"
"116007303101","116007303","1160073031","1","","2","71","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01566",1990,"1160073","03","1","01"
"116007303102","116007303","1160073031","2","","1","71","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01566",1990,"1160073","03","1","02"
"116007303103","116007303","1160073031","3","","1","28","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01566",1990,"1160073","03","1","03"
"116007303105","116007303","1160073031","4","","2","13","1","1","1","1","1","1","1","1","","3","01","","","1","","11","11","4","1","0096","01566",1990,"1160073","03","1","05"
"116007303104","116007303","1160073031","5","","2","39","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01566",1990,"1160073","03","1","04"
"116007304101","116007304","1160073041","1","","1","86","1","3","1","3","2","1","1","1","2","3","11","","","","","11","11","4","1","0096","01566",1990,"1160073","04","1","01"
"116007305101","116007305","1160073051","1","","2","77","3","1","1","3","1","1","1","1","2","3","02","","","","","11","11","4","1","0096","01566",1990,"1160073","05","1","01"
"116007306101","116007306","1160073061","1","","1","68","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01566",1990,"1160073","06","1","01"
"116007306102","116007306","1160073061","2","","2","60","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01566",1990,"1160073","06","1","02"
"116007306103","116007306","1160073061","3","","2","30","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01566",1990,"1160073","06","1","03"
"116007306104","116007306","1160073061","3","","1","14","1","1","1","1","1","1","1","1","","3","01","","","1","","11","11","4","1","0096","01566",1990,"1160073","06","1","04"
"116007306105","116007306","1160073061","4","","1","13","1","1","1","1","1","1","1","1","","3","01","","","1","","11","11","4","1","0096","01566",1990,"1160073","06","1","05"
"116007306201","116007306","1160073062","1","","1","27","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01566",1990,"1160073","06","2","01"
"116007306202","116007306","1160073062","2","","2","24","1","1","1","1","1","1","1","1","","3","01","","","2","03","11","11","4","1","0096","01566",1990,"1160073","06","2","02"
"116007306204","116007306","1160073062","3","","2","05","1","1","1","1","1","1","1","1","","3","01","","","1","","11","11","4","1","0096","01566",1990,"1160073","06","2","04"
"116007306203","116007306","1160073062","3","","1","00","1","1","1","1","1","1","1","1","","3","01","2","1","","","11","11","4","1","0096","01566",1990,"1160073","06","2","03"
"116007307101","116007307","1160073071","1","","2","67","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01566",1990,"1160073","07","1","01"
"116007307102","116007307","1160073071","2","","1","74","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01566",1990,"1160073","07","1","02"
"116007307105","116007307","1160073071","3","","1","37","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01566",1990,"1160073","07","1","05"
"116007307106","116007307","1160073071","3","","1","31","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01566",1990,"1160073","07","1","06"
"116007307104","116007307","1160073071","3","","2","42","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01566",1990,"1160073","07","1","04"
"116007307103","116007307","1160073071","3","","1","44","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01566",1990,"1160073","07","1","03"
"116007308101","116007308","1160073081","1","","1","73","1","1","1","1","1","1","1","1","","3","08","","","","","11","11","4","1","0096","01566",1990,"1160073","08","1","01"
"116007309101","116007309","1160073091","1","","1","73","2","1","1","2","2","1","1","1","","3","11","","","","","11","11","4","1","0096","01566",1990,"1160073","09","1","01"
"116007310101","116007310","1160073101","1","","2","31","1","1","1","1","1","1","1","1","","3","09","","","","","11","11","4","1","0096","01566",1990,"1160073","10","1","01"
"116007310102","116007310","1160073101","7","403","2","36","1","1","1","1","3","1","4","4","2","3","09","","","","","11","11","4","1","0096","01566",1990,"1160073","10","1","02"
"116007310103","116007310","1160073101","7","403","1","29","1","1","1","1","1","1","1","1","","3","09","","","","","11","11","4","1","0096","01566",1990,"1160073","10","1","03"
"116007311101","116007311","1160073111","1","","1","74","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01566",1990,"1160073","11","1","01"
"116007311102","116007311","1160073111","2","","2","70","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01566",1990,"1160073","11","1","02"
"116007312101","116007312","1160073121","1","","2","69","3","3","3","3","1","1","1","1","2","3","01","","","","","11","11","4","1","0096","01566",1990,"1160073","12","1","01"
"116007314101","116007314","1160073141","1","","2","73","2","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01566",1990,"1160073","14","1","01"
"116007315101","116007315","1160073151","1","","1","26","1","1","1","1","1","1","1","1","","3","08","","","","","11","11","4","1","0096","01566",1990,"1160073","15","1","01"
"116007315102","116007315","1160073151","2","","2","31","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01566",1990,"1160073","15","1","02"
"116007315201","116007315","1160073152","1","","1","68","1","1","1","1","1","1","1","1","","3","08","","","","","11","11","4","1","0096","01566",1990,"1160073","15","2","01"
"116007315202","116007315","1160073152","2","","2","67","1","1","1","1","1","1","1","1","","3","08","","","","","11","11","4","1","0096","01566",1990,"1160073","15","2","02"
"116007317101","116007317","1160073171","1","","1","66","1","1","1","2","2","1","1","1","","3","08","","","","","11","11","4","1","0096","01566",1990,"1160073","17","1","01"
"116007317102","116007317","1160073171","2","","2","62","1","1","1","2","1","1","1","1","","3","08","","","","","11","11","4","1","0096","01566",1990,"1160073","17","1","02"
"116007318101","116007318","1160073181","1","","1","50","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01566",1990,"1160073","18","1","01"
"116007318102","116007318","1160073181","2","","2","48","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01566",1990,"1160073","18","1","02"
"116007318104","116007318","1160073181","3","","1","16","1","1","1","1","1","1","1","1","","3","09","","","1","","11","11","4","1","0096","01566",1990,"1160073","18","1","04"
