sector,sexo,horas_semana,ingreso_mensual,ingreso_por_hora
Informal,Mujer,30,5160,40.0
Informal,Hombre,35,17200,114.29
Informal,Hombre,48,4300,20.83
Informal,Mujer,5,1290,60.0
Informal,Mujer,52,9030,40.38
Informal,Mujer,48,10750,52.08
Informal,Hombre,30,6450,50.0
Formal,Hombre,60,24000,93.02
Informal,Mujer,9,2580,66.67
Informal,Mujer,72,7000,22.61
Informal,Mujer,54,20000,86.13
Informal,Hombre,24,12000,116.28
Formal,Hombre,40,15000,87.21
Informal,Mujer,12,1720,33.33
Informal,Hombre,9,25800,666.67
Informal,Mujer,40,1720,10.0
Informal,Mujer,54,7740,33.33
Informal,Mujer,56,8600,35.71
Informal,Mujer,35,6020,40.0
Formal,Mujer,48,13760,66.67
Informal,Hombre,45,7740,40.0
Informal,Mujer,48,10000,48.45
Formal,Mujer,72,16000,51.68
Informal,Mujer,45,10500,54.26
Informal,Hombre,12,3440,66.67
Formal,Mujer,40,8600,50.0
Formal,Mujer,40,15000,87.21
Informal,Hombre,42,8170,45.24
Informal,Mujer,36,9030,58.33
Informal,Mujer,40,10000,58.14
Informal,Hombre,32,6450,46.88
Informal,Hombre,54,10750,46.3
Formal,Mujer,48,7000,33.91
Informal,Mujer,55,12000,50.74
Formal,Hombre,40,8000,46.51
Formal,Hombre,48,10000,48.45
Informal,Hombre,10,94600,2200.0
Informal,Mujer,35,17200,114.29
Formal,Mujer,40,10000,58.14
Informal,Mujer,40,8600,50.0
Formal,Mujer,50,28000,130.23
Formal,Mujer,48,8000,38.76
Informal,Hombre,60,15050,58.33
Informal,Hombre,44,40000,211.42
Formal,Mujer,37,14000,87.99
Informal,Mujer,15,2150,33.33
Formal,Mujer,60,20000,77.52
Informal,Mujer,42,40000,221.48
Formal,Mujer,40,8600,50.0
Formal,Mujer,35,9000,59.8
Informal,Hombre,40,5160,30.0
Informal,Hombre,20,10750,125.0
Informal,Mujer,24,30100,291.67
Informal,Hombre,40,15050,87.5
Formal,Mujer,32,8000,58.14
Informal,Hombre,84,6020,16.67
Formal,Hombre,40,7000,40.7
Informal,Mujer,40,6450,37.5
Informal,Mujer,18,1290,16.67
Informal,Mujer,18,1290,16.67
Formal,Mujer,40,9890,57.5
Formal,Hombre,45,11000,56.85
Informal,Mujer,33,12040,84.85
Formal,Mujer,40,13500,78.49
Informal,Hombre,24,2580,25.0
Formal,Mujer,46,20000,101.11
Informal,Hombre,15,6450,100.0
Formal,Hombre,60,200000,775.19
Formal,Hombre,48,6450,31.25
Formal,Hombre,40,16000,93.02
Informal,Mujer,22,3010,31.82
Informal,Hombre,48,8600,41.67
Formal,Mujer,45,30000,155.04
Formal,Hombre,112,19350,40.18
Informal,Mujer,35,15050,100.0
Informal,Hombre,48,3870,18.75
Formal,Mujer,90,9000,23.26
Formal,Hombre,45,40000,206.72
Formal,Hombre,40,39000,226.74
Informal,Hombre,48,6450,31.25
Formal,Mujer,45,8707,45.0
Informal,Mujer,40,10750,62.5
Informal,Hombre,45,10750,55.56
Informal,Hombre,48,8600,41.67
Informal,Mujer,2,1500,174.42
Informal,Hombre,40,10750,62.5
Formal,Mujer,48,10000,48.45
Formal,Hombre,60,16000,62.02
Informal,Mujer,4,1290,75.0
Informal,Hombre,70,15050,50.0
Informal,Mujer,48,12900,62.5
Formal,Mujer,40,10750,62.5
Informal,Hombre,20,4300,50.0
Informal,Hombre,15,10000,155.04
Informal,Mujer,40,5600,32.56
Informal,Hombre,54,7000,30.15
Informal,Mujer,11,6450,136.36
Informal,Mujer,30,4300,33.33
Informal,Mujer,24,8600,83.33
Informal,Hombre,3,860,66.67
Informal,Mujer,63,6000,22.15
Informal,Hombre,36,38700,250.0
Informal,Mujer,50,40000,186.05
Formal,Mujer,50,16000,74.42
Informal,Mujer,30,5160,40.0
Formal,Mujer,36,8000,51.68
Informal,Hombre,56,20000,83.06
Formal,Mujer,50,15000,69.77
Formal,Mujer,48,8000,38.76
Formal,Hombre,48,9000,43.6
Informal,Hombre,45,12900,66.67
Informal,Hombre,66,11180,39.39
Formal,Hombre,60,14000,54.26
Formal,Hombre,50,12040,56.0
Informal,Mujer,26,2000,17.89
Informal,Hombre,54,20000,86.13
Informal,Mujer,20,6000,69.77
Informal,Mujer,72,5590,18.06
Formal,Hombre,45,10400,53.75
Informal,Hombre,56,12900,53.57
Informal,Mujer,24,6450,62.5
Formal,Hombre,40,45000,261.63
Informal,Mujer,8,645,18.75
Informal,Mujer,25,4300,40.0
Formal,Hombre,40,14000,81.4
Informal,Hombre,46,5590,28.26
Formal,Mujer,40,17000,98.84
Informal,Hombre,16,5160,75.0
Formal,Hombre,56,9000,37.38
Formal,Hombre,44,8600,45.45
Informal,Mujer,25,5160,48.0
Informal,Hombre,72,9030,29.17
Informal,Hombre,60,12900,50.0
Formal,Hombre,50,9600,44.65
Informal,Hombre,24,6880,66.67
Informal,Hombre,70,15050,50.0
Formal,Mujer,20,16000,186.05
Informal,Hombre,56,12040,50.0
Formal,Hombre,25,12000,111.63
Informal,Mujer,20,2500,29.07
Informal,Mujer,42,860,4.76
Informal,Hombre,70,10320,34.29
Formal,Mujer,30,10000,77.52
Formal,Mujer,32,8200,59.59
Formal,Hombre,48,16000,77.52
Informal,Hombre,25,6450,60.0
Formal,Mujer,40,18000,104.65
Informal,Hombre,24,6020,58.33
Formal,Hombre,50,25000,116.28
Formal,Mujer,40,20000,116.28
Informal,Hombre,56,6020,25.0
Informal,Mujer,32,6450,46.88
Formal,Hombre,54,17200,74.07
Formal,Hombre,50,24000,111.63
Formal,Mujer,40,11000,63.95
Formal,Hombre,84,37000,102.44
Informal,Hombre,15,3225,50.0
Formal,Hombre,45,12040,62.22
Informal,Hombre,84,9030,25.0
Informal,Mujer,20,4300,50.0
Formal,Mujer,32,14600,106.1
Formal,Mujer,40,8000,46.51
Informal,Mujer,24,1505,14.58
Formal,Hombre,48,10000,48.45
Formal,Mujer,54,8500,36.61
Informal,Mujer,49,3000,14.24
Informal,Hombre,40,8600,50.0
Informal,Hombre,30,45000,348.84
Informal,Hombre,48,8600,41.67
Informal,Hombre,13,1290,23.08
Informal,Hombre,16,2150,31.25
Informal,Hombre,48,12900,62.5
Formal,Mujer,48,10000,48.45
Formal,Hombre,68,68800,235.29
Formal,Mujer,32,9000,65.41
Formal,Mujer,40,18000,104.65
Formal,Mujer,48,12000,58.14
Informal,Mujer,49,5160,24.49
Informal,Mujer,15,8600,133.33
Informal,Hombre,30,2000,15.5
Informal,Mujer,45,8000,41.34
Informal,Mujer,30,9200,71.32
Informal,Hombre,40,16000,93.02
Informal,Mujer,42,6450,35.71
Informal,Mujer,4,1290,75.0
Formal,Mujer,40,8600,50.0
Informal,Hombre,10,1720,40.0
Informal,Mujer,40,6450,37.5
Informal,Hombre,56,4300,17.86
Informal,Mujer,35,8600,57.14
Informal,Hombre,45,8600,44.44
Informal,Mujer,56,7525,31.25
Formal,Mujer,45,20000,103.36
Informal,Mujer,16,3870,56.25
Formal,Hombre,48,20000,96.9
Informal,Hombre,60,6450,25.0
Formal,Hombre,56,18000,74.75
Informal,Hombre,48,20000,96.9
Informal,Mujer,45,8600,44.44
Formal,Mujer,40,200000,1162.79
Formal,Mujer,40,36600,212.79
Informal,Mujer,4,860,50.0
Informal,Hombre,30,15000,116.28
Formal,Hombre,40,45000,261.63
Formal,Hombre,40,28000,162.79
Informal,Mujer,25,10000,93.02
Informal,Mujer,9,2150,55.56
Informal,Mujer,30,6450,50.0
Formal,Hombre,75,32000,99.22
Informal,Mujer,14,2150,35.71
Formal,Hombre,46,16000,80.89
Informal,Hombre,54,9460,40.74
Informal,Hombre,30,3870,30.0
Formal,Hombre,40,13000,75.58
Formal,Mujer,72,37000,119.51
Formal,Hombre,65,15050,53.85
Informal,Mujer,30,6450,50.0
Formal,Hombre,45,20000,103.36
Informal,Hombre,72,12900,41.67
Informal,Mujer,36,20000,129.2
Informal,Mujer,60,10750,41.67
Informal,Hombre,12,6000,116.28
Formal,Hombre,70,44000,146.18
Formal,Hombre,40,8000,46.51
Informal,Mujer,66,5160,18.18
Informal,Mujer,35,4300,28.57
Informal,Hombre,24,6880,66.67
Formal,Mujer,40,9000,52.33
Formal,Hombre,48,42000,203.49
Formal,Hombre,84,11000,30.45
Formal,Mujer,48,8600,41.67
Informal,Mujer,44,6880,36.36
Informal,Hombre,56,10750,44.64
Formal,Mujer,54,17000,73.21
Informal,Hombre,40,8000,46.51
Informal,Mujer,56,8600,35.71
Informal,Hombre,16,8600,125.0
Formal,Mujer,48,8000,38.76
Informal,Hombre,60,10750,41.67
Informal,Hombre,60,10320,40.0
Formal,Hombre,70,28000,93.02
Informal,Mujer,42,10750,59.52
Informal,Hombre,84,17200,47.62
Informal,Mujer,18,2150,27.78
Informal,Hombre,25,5500,51.16
Informal,Mujer,30,10750,83.33
Formal,Hombre,48,9675,46.88
Formal,Hombre,100,25000,58.14
Formal,Hombre,90,13000,33.59
Formal,Mujer,40,22000,127.91
Informal,Hombre,7,4300,142.86
Informal,Hombre,49,10750,51.02
Informal,Hombre,56,6020,25.0
Informal,Hombre,48,25800,125.0
Formal,Hombre,56,10000,41.53
Formal,Hombre,40,15000,87.21
Informal,Mujer,7,860,28.57
Formal,Hombre,60,50000,193.8
Informal,Hombre,51,30100,137.25
Informal,Mujer,54,7740,33.33
Informal,Hombre,40,4300,25.0
Informal,Hombre,56,9030,37.5
Informal,Hombre,84,8600,23.81
Informal,Mujer,54,10000,43.07
Informal,Mujer,84,9030,25.0
Formal,Mujer,25,8000,74.42
Formal,Mujer,18,11180,144.44
Informal,Mujer,24,4300,41.67
Informal,Mujer,5,2000,93.02
Informal,Hombre,36,3225,20.83
Informal,Mujer,24,3440,33.33
Informal,Mujer,12,5160,100.0
Informal,Mujer,6,1290,50.0
Informal,Hombre,48,12900,62.5
Informal,Mujer,61,6020,22.95
Formal,Hombre,48,26000,125.97
Formal,Mujer,40,10000,58.14
Informal,Hombre,30,12900,100.0
Formal,Mujer,45,15000,77.52
Formal,Hombre,48,8400,40.7
Formal,Mujer,48,10000,48.45
Formal,Mujer,40,16000,93.02
Formal,Mujer,40,14000,81.4
Informal,Hombre,56,12040,50.0
Informal,Mujer,18,15000,193.8
Informal,Hombre,48,5160,25.0
Formal,Hombre,54,6450,27.78
Informal,Mujer,14,4000,66.45
Formal,Hombre,50,20000,93.02
Informal,Mujer,63,5000,18.46
Formal,Hombre,50,30000,139.53
Informal,Mujer,6,1290,50.0
Formal,Mujer,48,10000,48.45
Formal,Mujer,32,16000,116.28
Informal,Hombre,38,4300,26.32
Informal,Hombre,28,4300,35.71
Formal,Mujer,42,8600,47.62
Informal,Hombre,16,1720,25.0
Informal,Mujer,32,6880,50.0
Informal,Hombre,46,9030,45.65
Informal,Hombre,48,6450,31.25
Informal,Mujer,30,8600,66.67
Informal,Hombre,18,10320,133.33
Informal,Mujer,48,6450,31.25
Formal,Mujer,45,8364,43.22
Formal,Hombre,60,9000,34.88
Informal,Hombre,33,8600,60.61
Formal,Mujer,45,6450,33.33
Formal,Hombre,80,12900,37.5
Informal,Hombre,72,7310,23.61
Formal,Hombre,40,8000,46.51
Informal,Mujer,30,2150,16.67
Informal,Mujer,30,10320,80.0
Informal,Hombre,60,9030,35.0
Informal,Hombre,55,10750,45.45
Formal,Hombre,55,11600,49.05
Informal,Mujer,63,6020,22.22
Informal,Hombre,80,17234,50.1
Informal,Mujer,10,2150,50.0
Formal,Mujer,54,40000,172.27
Informal,Mujer,24,2580,25.0
Informal,Mujer,25,6880,64.0
Informal,Mujer,40,6450,37.5
Formal,Mujer,40,20000,116.28
Informal,Hombre,69,12900,43.48
Informal,Hombre,30,8000,62.02
Formal,Mujer,40,10000,58.14
Informal,Hombre,57,9030,36.84
Informal,Hombre,49,1714,8.13
Formal,Hombre,48,15000,72.67
Informal,Hombre,9,30000,775.19
Informal,Mujer,25,10000,93.02
Informal,Hombre,60,8600,33.33
Informal,Hombre,98,80000,189.84
Formal,Mujer,40,16555,96.25
Informal,Hombre,44,11180,59.09
Formal,Hombre,44,8500,44.93
Informal,Mujer,51,10750,49.02
Formal,Mujer,36,8600,55.56
Informal,Hombre,60,10000,38.76
Informal,Mujer,14,2580,42.86
Formal,Hombre,40,40000,232.56
Informal,Hombre,84,8000,22.15
Formal,Hombre,45,30000,155.04
Formal,Mujer,54,9600,41.34
Formal,Mujer,45,11180,57.78
Informal,Mujer,20,4300,50.0
Informal,Mujer,14,7450,123.75
Informal,Hombre,7,2150,71.43
Informal,Mujer,48,7740,37.5
Informal,Mujer,10,4300,100.0
Formal,Hombre,48,12900,62.5
Informal,Hombre,24,40000,387.6
Formal,Hombre,44,13760,72.73
Informal,Mujer,16,1720,25.0
Informal,Mujer,3,860,66.67
Formal,Hombre,51,15050,68.63
Informal,Hombre,56,6450,26.79
Formal,Hombre,24,18000,174.42
Formal,Mujer,48,8600,41.67
Informal,Mujer,12,1204,23.33
Formal,Hombre,40,13800,80.23
Formal,Hombre,40,24000,139.53
Formal,Hombre,25,40000,372.09
Informal,Hombre,33,90300,636.36
Informal,Mujer,70,8600,28.57
Informal,Mujer,16,10750,156.25
Formal,Hombre,54,8000,34.45
Informal,Mujer,42,6020,33.33
Informal,Hombre,50,10750,50.0
Informal,Mujer,15,2150,33.33
Informal,Hombre,55,5160,21.82
Informal,Mujer,30,7740,60.0
Informal,Mujer,8,860,25.0
Informal,Hombre,54,7740,33.33
Formal,Hombre,40,6000,34.88
Informal,Mujer,50,8000,37.21
Formal,Mujer,32,14000,101.74
Formal,Hombre,40,12900,75.0
Formal,Hombre,50,6000,27.91
Informal,Mujer,75,8170,25.33
Formal,Mujer,48,8000,38.76
Formal,Hombre,60,9000,34.88
Informal,Hombre,11,4300,90.91
Informal,Hombre,6,400,15.5
Informal,Hombre,35,40000,265.78
Informal,Hombre,54,64500,277.78
Informal,Hombre,42,6450,35.71
Formal,Mujer,30,12000,93.02
Formal,Mujer,44,12000,63.42
Informal,Mujer,40,7740,45.0
Formal,Mujer,32,24000,174.42
Formal,Mujer,40,12000,69.77
Formal,Hombre,60,20000,77.52
Formal,Hombre,88,12040,31.82
Informal,Hombre,60,16000,62.02
Informal,Hombre,16,10750,156.25
Informal,Mujer,40,25000,145.35
Informal,Hombre,48,6450,31.25
Formal,Hombre,48,8000,38.76
Informal,Hombre,60,6450,25.0
Formal,Mujer,48,9890,47.92
Formal,Hombre,34,18000,123.12
Formal,Mujer,40,18000,104.65
Formal,Mujer,65,80000,286.23
Informal,Mujer,24,6000,58.14
Informal,Mujer,12,5160,100.0
Formal,Hombre,46,12000,60.67
Informal,Hombre,48,12000,58.14
Formal,Mujer,40,12000,69.77
Informal,Hombre,48,15050,72.92
Formal,Mujer,45,12000,62.02
Informal,Mujer,35,3440,22.86
Informal,Mujer,27,1290,11.11
Formal,Hombre,60,12000,46.51
Informal,Mujer,45,6450,33.33
Formal,Mujer,40,8000,46.51
Formal,Hombre,40,20000,116.28
Informal,Hombre,48,9030,43.75
Informal,Hombre,48,7740,37.5
Formal,Hombre,35,16000,106.31
Formal,Hombre,47,25800,127.66
Formal,Hombre,48,11600,56.2
Informal,Hombre,66,9460,33.33
Informal,Hombre,30,10750,83.33
Formal,Mujer,50,8000,37.21
Informal,Mujer,60,6450,25.0
Formal,Mujer,48,60000,290.7
Informal,Hombre,30,11610,90.0
Informal,Hombre,60,2580,10.0
Informal,Mujer,56,15050,62.5
Informal,Hombre,16,8600,125.0
Formal,Mujer,45,24000,124.03
Formal,Hombre,55,8600,36.36
Formal,Mujer,35,6000,39.87
Informal,Hombre,44,21500,113.64
Formal,Hombre,50,7310,34.0
Formal,Mujer,50,8000,37.21
Informal,Hombre,9,1935,50.0
Formal,Mujer,45,10400,53.75
Informal,Hombre,36,8600,55.56
Informal,Hombre,62,6450,24.19
Informal,Mujer,5,6020,280.0
Informal,Hombre,16,8600,125.0
Informal,Mujer,40,10750,62.5
Formal,Hombre,35,9000,59.8
Informal,Mujer,24,4300,41.67
Informal,Hombre,46,6450,32.61
Formal,Hombre,45,11000,56.85
Formal,Hombre,40,20000,116.28
Informal,Mujer,30,2150,16.67
Informal,Hombre,60,4300,16.67
Formal,Mujer,46,16000,80.89
Informal,Mujer,6,4300,166.67
Formal,Mujer,48,9600,46.51
Formal,Mujer,48,16000,77.52
Formal,Hombre,57,8400,34.27
Formal,Mujer,46,8000,40.44
Formal,Hombre,48,15000,72.67
Formal,Hombre,96,12900,31.25
Formal,Hombre,54,9500,40.91
Informal,Mujer,15,3870,60.0
Informal,Mujer,8,1290,37.5
Informal,Hombre,20,14000,162.79
Formal,Mujer,51,8600,39.22
Formal,Mujer,36,40000,258.4
Formal,Hombre,54,9000,38.76
Formal,Hombre,40,8600,50.0
Formal,Hombre,60,14000,54.26
Informal,Mujer,62,5000,18.75
Informal,Mujer,49,8600,40.82
Formal,Hombre,70,18800,62.46
Formal,Mujer,72,8800,28.42
Informal,Mujer,36,4300,27.78
Formal,Mujer,84,8600,23.81
Informal,Hombre,46,10750,54.35
Formal,Mujer,36,10000,64.6
Informal,Mujer,8,1720,50.0
Informal,Hombre,52,10320,46.15
Formal,Mujer,48,9030,43.75
Formal,Hombre,63,8000,29.53
Informal,Hombre,79,60000,176.63
Formal,Hombre,40,30000,174.42
Informal,Hombre,24,7740,75.0
Formal,Mujer,47,17200,85.11
Informal,Hombre,84,6020,16.67
Formal,Mujer,48,12000,58.14
Formal,Mujer,63,8000,29.53
Informal,Mujer,24,5160,50.0
Informal,Hombre,12,2150,41.67
Formal,Hombre,44,12000,63.42
Formal,Hombre,40,14000,81.4
Formal,Mujer,48,10000,48.45
Formal,Hombre,11,11000,232.56
Formal,Hombre,50,12040,56.0
Formal,Mujer,50,16000,74.42
Informal,Mujer,35,8600,57.14
Formal,Hombre,48,5934,28.75
Informal,Hombre,24,6450,62.5
Informal,Mujer,25,6450,60.0
Formal,Hombre,45,14000,72.35
Informal,Mujer,46,5160,26.09
Informal,Mujer,12,1548,30.0
Informal,Mujer,60,4300,16.67
Formal,Mujer,25,15000,139.53
Informal,Hombre,42,12900,71.43
Informal,Mujer,36,6450,41.67
Formal,Mujer,40,12000,69.77
Informal,Mujer,10,3225,75.0
Formal,Hombre,40,40000,232.56
Formal,Mujer,40,9000,52.33
Informal,Mujer,12,1290,25.0
Formal,Hombre,60,25000,96.9
Formal,Mujer,20,18000,209.3
Formal,Hombre,36,8400,54.26
Formal,Mujer,40,10000,58.14
Informal,Hombre,27,10750,92.59
Formal,Hombre,40,8000,46.51
Informal,Hombre,18,8600,111.11
Formal,Mujer,32,6000,43.6
Informal,Hombre,98,17200,40.82
Informal,Mujer,3,430,33.33
